indicator_id,country_id,year,value,magnitude,qualifier
PREPFUTURE.1.MATH.GPIA,TUN,2003,1.002618312835693,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TUN,2007,1.068697333335876,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TUN,2011,0.9359055757522584,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TUR,2011,0.982480525970459,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TUR,2015,0.9806889295578004,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TUR,2019,1.004415273666382,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TZA,2006,0.6081704497337341,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,TZA,2013,0.8965101838111877,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,UGA,2013,0.8549765944480896,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,UKR,2007,0.9729759693145752,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,URY,2006,0.9994327425956726,NA,NA
PREPFUTURE.1.MATH.GPIA,URY,2019,0.9925346970558168,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,USA,1995,1.015323042869568,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,USA,2003,0.9647420644760132,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,USA,2007,0.9805167317390442,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,USA,2011,0.976430118083954,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,USA,2015,0.9782918095588684,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,USA,2019,0.9585465788841248,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,VNM,2019,1.025647044181824,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,YEM,2003,0.3500353395938873,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,YEM,2007,0.5586594939231873,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,YEM,2011,0.557894766330719,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,ZAF,2013,1.059385538101196,NA,UIS_EST
PREPFUTURE.1.MATH.GPIA,ZMB,2016,1.021477818489075,NA,NA
PREPFUTURE.1.MATH.GPIA,ZMB,2021,1.169420123100281,NA,UIS_EST
